Date,SKU,Daily_Demand
2022-05-26,JNE3805-KR-L,1
2022-05-26,JNE3805-KR-XXL,1
2022-05-26,JNE3810-KR-S,1
2022-05-26,JNE3810-KR-XXXL,1
2022-05-26,JNE3817-KR-L,1
2022-05-26,JNE3819-KR-XXL,1
2022-05-26,JNE3835-KR-L,1
2022-05-26,JNE3837-KR-M,1
2022-05-26,JNE3838-KR-L,1
2022-05-26,JNE3838-KR-M,2
2022-05-26,JNE3838-KR-S,1
2022-05-26,JNE3838-KR-XL,1
2022-05-26,JNE3838-KR-XS,1
2022-05-26,JNE3856-KR-XL,1
2022-05-26,JNE3860-DR-XXXL,1
2022-05-26,JNE3861-DR-M,2
2022-05-26,JNE3861-DR-XL,1
2022-05-26,JNE3861-DR-XXL,2
2022-05-26,JNE3863-TU-M,1
2022-05-26,JNE3863-TU-XXL,1
2022-05-26,JNE3864-TU-L,1
2022-05-26,JNE3865-TP-M,1
2022-05-26,JNE3865-TP-S,1
2022-05-26,JNE3865-TP-XL,1
2022-05-26,JNE3869-DR-L,1
2022-05-26,JNE3869-DR-M,1
2022-05-26,JNE3869-DR-S,2
2022-05-26,JNE3869-DR-XL,1
2022-05-26,JNE3869-DR-XS,1
2022-05-26,JNE3869-DR-XXL,1
2022-05-26,JNE3878-KR-XXXL,1
2022-05-26,JNE3880-DR-XXL,1
2022-05-26,JNE3885-KR-XL,1
2022-05-26,JNE3887-KR-XL,1
2022-05-26,JNE3893-TP-XXL,1
2022-05-26,JNE3894-TP-L,1
2022-05-26,JNE3895-TP-XXL,1
2022-05-26,JNE3896-KR-XXXL,1
2022-05-26,JNE3904-DR-XL,1
2022-05-26,JNE3904-DR-XS,1
2022-05-26,JNE3904-DR-XXL,1
2022-05-26,JNE3905-DR-M,1
2022-05-26,MEN5002-KR-L,1
2022-05-26,MEN5003-KR-M,1
2022-05-26,MEN5004-KR-XL,1
2022-05-26,MEN5005-KR-XXXL,1
2022-05-26,MEN5006-KR-XXL,2
2022-05-26,MEN5009-KR-M,1
2022-05-26,MEN5009-KR-XXL,1
2022-05-26,MEN5017-KR-L,1
2022-05-26,MEN5022-KR-L,2
2022-05-26,MEN5022-KR-XXL,1
2022-05-26,MEN5022-KR-XXXL,2
2022-05-26,MEN5023-KR-L,1
2022-05-26,MEN5024-KR-L,1
2022-05-26,MEN5031-KR-M,1
2022-05-26,NW001-TP-PJ-M,1
2022-05-26,NW005-ST-PJ-XL,1
2022-05-26,NW012-TP-PJ-XS,1
2022-05-26,NW012-TP-PJ-XXXL,2
2022-05-26,NW013-ST-SR-XXL,1
2022-05-26,NW014-ST-SR-M,1
2022-05-26,NW016-ST-SR-XXL,1
2022-05-26,NW027-TP-PJ-XXL,1
2022-05-26,NW027-TP-PJ-XXXL,1
2022-05-26,NW029-ST-SR-M,1
2022-05-26,NW030-TP-PJ-XXL,2
2022-05-26,NW034-TP-PJ-M,1
2022-05-26,NW034-TP-PJ-S,1
2022-05-26,NW039-TP-SR-S,1
2022-05-26,PJNE2014-KR-N-6XL,2
2022-05-26,PJNE2171-KR-N-5XL,1
2022-05-26,PJNE2199-KR-N-4XL,1
2022-05-26,PJNE2199-KR-N-6XL,1
2022-05-26,PJNE3291-KR-6XL,1
2022-05-26,PJNE3363-KR-N-5XL,2
2022-05-26,PJNE3368-KR-5XL,1
2022-05-26,PJNE3373-KR-N-4XL,1
2022-05-26,PJNE3399-KR-N-6XL,1
2022-05-26,PJNE3423-KR-N-5XL,1
2022-05-26,PJNE3568-KR-N-6XL,2
2022-05-26,SAR154,1
2022-05-26,SET034-KR-NP-S,1
2022-05-26,SET034-KR-NP-XXL,1
2022-05-26,SET037-KR-NP-XL,1
2022-05-26,SET044-KR-NP-XXL,2
2022-05-26,SET048-KR-NP-M,1
2022-05-26,SET098-KR-PP-S,1
2022-05-26,SET110-KR-PP-S,1
2022-05-26,SET116-KR-NP-L,1
2022-05-26,SET145-KR-NP-L,1
2022-05-26,SET145-KR-NP-XL,1
2022-05-26,SET171-KR-NP-L,1
2022-05-26,SET179-KR-PP-XS,1
2022-05-26,SET182-KR-DH-S,1
2022-05-26,SET183-KR-DH-M,3
2022-05-26,SET184-KR-PP-L,1
2022-05-26,SET184-KR-PP-XS,1
2022-05-26,SET186-KR-DH-XL,1
2022-05-26,SET187-KR-DH-XL,2
2022-05-26,SET197-KR-NP-XXL,1
2022-05-26,SET204-KR-DPT-XXL,1
2022-05-26,SET209-KR-PP-XL,1
2022-05-26,SET209-KR-PP-XXL,2
2022-05-26,SET209-KR-PP-XXXL,1
2022-05-26,SET217-KR-PP-L,1
2022-05-26,SET219-KR-PP-XS,1
2022-05-26,SET220-KR-PP-L,1
2022-05-26,SET220-KR-PP-M,1
2022-05-26,SET224-KR-NP-XS,1
2022-05-26,SET225-KR-NP-M,1
2022-05-26,SET230-KR-PP-XXXL,1
2022-05-26,SET232-KR-PP-XXL,1
2022-05-26,SET240-KR-PP-XL,1
2022-05-26,SET247-KR-SHA-XS,1
2022-05-26,SET248-KR-NP-XXXL,1
2022-05-26,SET251-KR-PP-XL,1
2022-05-26,SET264-KR-NP-XXL,1
2022-05-26,SET268-KR-NP-S,1
2022-05-26,SET268-KR-NP-XL,1
2022-05-26,SET272-KR-PP-L,1
2022-05-26,SET272-KR-PP-S,1
2022-05-26,SET272-KR-PP-XXL,2
2022-05-26,SET273-KR-NP-S,1
2022-05-26,SET273-KR-NP-XS,2
2022-05-26,SET275-KR-NP-S,2
2022-05-26,SET279-LC-L,1
2022-05-26,SET279-LC-XL,1
2022-05-26,SET282-KR-PP-XXL,1
2022-05-26,SET282-KR-PP-XXXL,1
2022-05-26,SET286-KR-NP-S,1
2022-05-26,SET286-KR-NP-XS,1
2022-05-26,SET286-KR-NP-XXXL,1
2022-05-26,SET291-KR-PP-L,4
2022-05-26,SET291-KR-PP-M,1
2022-05-26,SET291-KR-PP-XL,2
2022-05-26,SET291-KR-PP-XXXL,1
2022-05-26,SET293-KR-NP-XL,2
2022-05-26,SET293-KR-NP-XS,1
2022-05-26,SET301-KR-PP-M,1
2022-05-26,SET304-KR-DPT-S,2
2022-05-26,SET304-KR-DPT-XS,1
2022-05-26,SET306-KR-PP-XXXL,2
2022-05-26,SET307-KR-DPT-L,1
2022-05-26,SET307-KR-DPT-XXL,2
2022-05-26,SET310-KR-NP-XL,1
2022-05-26,SET319-KR-NP-M,2
2022-05-26,SET319-KR-NP-XXXL,1
2022-05-26,SET322-KR-SHA-XXXL,1
2022-05-26,SET323-KR-NP-M,1
2022-05-26,SET323-KR-NP-S,1
2022-05-26,SET323-KR-NP-XXXL,1
2022-05-26,SET324-KR-NP-L,3
2022-05-26,SET324-KR-NP-S,2
2022-05-26,SET324-KR-NP-XL,1
2022-05-26,SET324-KR-NP-XS,1
2022-05-26,SET324-KR-NP-XXL,2
2022-05-26,SET324-KR-NP-XXXL,1
2022-05-26,SET328-KR-NP-L,1
2022-05-26,SET328-KR-NP-M,2
2022-05-26,SET328-KR-NP-XL,1
2022-05-26,SET329-KR-NP-M,1
2022-05-26,SET330-KR-PP-S,1
2022-05-26,SET330-KR-PP-XXXL,1
2022-05-26,SET331-KR-NP-L,1
2022-05-26,SET331-KR-NP-XL,1
2022-05-26,SET331-KR-NP-XXXL,1
2022-05-26,SET332-KR-PP-XXXL,1
2022-05-26,SET333-KR-DPT-XXXL,1
2022-05-26,SET339-KR-NP-XXL,1
2022-05-26,SET339-KR-NP-XXXL,1
2022-05-26,SET341-KR-NP-L,1
2022-05-26,SET341-KR-NP-XL,1
2022-05-26,SET341-KR-NP-XS,1
2022-05-26,SET342-KR-NP-N-L,1
2022-05-26,SET342-KR-NP-N-XS,1
2022-05-26,SET343-KR-NP-XL,1
2022-05-26,SET344-KR-NP-L,1
2022-05-26,SET344-KR-NP-XXL,2
2022-05-26,SET345-KR-NP-L,2
2022-05-26,SET345-KR-NP-M,2
2022-05-26,SET345-KR-NP-S,10
2022-05-26,SET345-KR-NP-XL,5
2022-05-26,SET345-KR-NP-XS,2
2022-05-26,SET345-KR-NP-XXL,6
2022-05-26,SET345-KR-NP-XXXL,1
2022-05-26,SET347-KR-NP-S,1
2022-05-26,SET348-KR-NP-L,2
2022-05-26,SET351-KR-NP-S,1
2022-05-26,SET352-KR-NP-M,1
2022-05-26,SET356-KR-NP-S,1
2022-05-26,SET356-KR-NP-XL,1
2022-05-26,SET356-KR-NP-XXL,1
2022-05-26,SET357-KR-NP-M,1
2022-05-26,SET357-KR-NP-XXL,1
2022-05-26,SET363-KR-NP-S,1
2022-05-26,SET374-KR-NP-S,2
2022-05-26,SET374-KR-NP-XXXL,2
2022-05-26,SET380-KR-NP-M,1
2022-05-26,SET380-KR-NP-S,1
2022-05-26,SET383-KR-NP-L,3
2022-05-26,SET385-KR-NP-L,1
2022-05-26,SET386-KR-NP-S,1
2022-05-26,SET389-KR-NP-XL,1
2022-05-26,SET389-KR-NP-XXL,3
2022-05-26,SET390-KR-NP-M,1
2022-05-26,SET395-KR-NP-L,1
2022-05-26,SET396-KR-PP-M,1
2022-05-26,SET396-KR-PP-XXL,1
2022-05-26,SET397-KR-NP-S,4
2022-05-26,SET397-KR-NP-XXXL,1
2022-05-26,SET398-KR-PP-XXL,2
2022-05-26,SET401-KR-NP-L,3
2022-05-26,SET401-KR-NP-M,1
2022-05-26,SET402-KR-NP-L,1
2022-05-26,SET402-KR-NP-M,2
2022-05-26,SET405-KR-NP-XXXL,1
2022-05-26,SET413-KR-NP-L,1
2022-05-26,SET413-KR-NP-XXL,1
2022-05-26,SET433-KR-NP-XS,1
2022-05-26,SET433-KR-NP-XXL,1
2022-05-27,BL006-54BLACK,1
2022-05-27,BL109-XS,1
2022-05-27,BL110-L,1
2022-05-27,BTM029-NP-XL,1
2022-05-27,BTM043-PP-XXXL,1
2022-05-27,J0001-DR-S,1
2022-05-27,J0002-SKD-S,1
2022-05-27,J0002-SKD-XL,1
2022-05-27,J0002-SKD-XXL,1
2022-05-27,J0002-SKD-XXXL,1
2022-05-27,J0003-SET-S,5
2022-05-27,J0004-SKD-L,1
2022-05-27,J0004-SKD-M,1
2022-05-27,J0005-DR-L,1
2022-05-27,J0005-DR-S,2
2022-05-27,J0005-DR-XXL,1
2022-05-27,J0005-DR-XXXL,2
2022-05-27,J0006-SET-M,1
2022-05-27,J0006-SET-XXL,1
2022-05-27,J0006-SET-XXXL,1
2022-05-27,J0007-SKD-XL,1
2022-05-27,J0008-SKD-L,2
2022-05-27,J0008-SKD-M,2
2022-05-27,J0008-SKD-S,1
2022-05-27,J0008-SKD-XXXL,1
2022-05-27,J0009-SKD-L,1
2022-05-27,J0009-SKD-M,1
2022-05-27,J0012-SKD-M,1
2022-05-27,J0012-SKD-XXL,1
2022-05-27,J0025-DR-XXL,1
2022-05-27,J0034-SET-L,1
2022-05-27,J0041-SET-L,4
2022-05-27,J0041-SET-S,1
2022-05-27,J0041-SET-XL,6
2022-05-27,J0041-SET-XS,7
2022-05-27,J0042-DR-S,1
2022-05-27,J0048-TP-XXL,1
2022-05-27,J0049-TP-XXL,1
2022-05-27,J0080-TP-XS,1
2022-05-27,J0081-DR-M,1
2022-05-27,J0083-KR-XXL,1
2022-05-27,J0089-TP-S,1
2022-05-27,J0094-KR-M,1
2022-05-27,J0095-SET-L,1
2022-05-27,J0095-SET-M,2
2022-05-27,J0095-SET-XXL,1
2022-05-27,J0095-SET-XXXL,2
2022-05-27,J0096-KR-XXL,1
2022-05-27,J0097-KR-L,1
2022-05-27,J0105-KR-M,1
2022-05-27,J0112-TP-XXL,1
2022-05-27,J0113-TP-M,1
2022-05-27,J0116-TP-XXL,1
2022-05-27,J0117-TP-M,3
2022-05-27,J0117-TP-XL,4
2022-05-27,J0117-TP-XXXL,1
2022-05-27,J0118-TP-L,1
2022-05-27,J0118-TP-M,1
2022-05-27,J0118-TP-XXXL,3
2022-05-27,J0119-TP-L,2
2022-05-27,J0119-TP-M,2
2022-05-27,J0119-TP-S,2
2022-05-27,J0119-TP-XL,2
2022-05-27,J0119-TP-XXL,3
2022-05-27,J0126-SKD-M,1
2022-05-27,J0145-SET-L,1
2022-05-27,J0148-SET-XS,1
2022-05-27,J0152-DR-XXL,2
2022-05-27,J0157-DR-L,1
2022-05-27,J0157-DR-M,1
2022-05-27,J0157-DR-XL,1
2022-05-27,J0157-DR-XS,1
2022-05-27,J0158-DR-L,1
2022-05-27,J0158-DR-XXL,1
2022-05-27,J0164-DR-L,1
2022-05-27,J0164-DR-M,1
2022-05-27,J0167-KR-L,1
2022-05-27,J0167-KR-S,1
2022-05-27,J0181-TP-XS,1
2022-05-27,J0185-DR-XS,1
2022-05-27,J0197-TP-M,1
2022-05-27,J0198-TP-M,1
2022-05-27,J0207-DR-XXL,1
2022-05-27,J0212-DR-XL,1
2022-05-27,J0215-BL-XL,1
2022-05-27,J0216-BL-S,1
2022-05-27,J0217-BL-S,1
2022-05-27,J0217-BL-XL,1
2022-05-27,J0219-BL-XXL,1
2022-05-27,J0231-SKD-XXXL,1
2022-05-27,J0236-SKD-XL,1
2022-05-27,J0236-SKD-XS,1
2022-05-27,J0236-SKD-XXL,1
2022-05-27,J0243-DR-XL,1
2022-05-27,J0244-SKD-M,1
2022-05-27,J0244-SKD-XXXL,2
2022-05-27,J0245-SKD-L,1
2022-05-27,J0247-SKD-M,1
2022-05-27,J0248-KR-DPT-S,1
2022-05-27,J0248-KR-DPT-XS,1
2022-05-27,J0251-SKD-S,1
2022-05-27,J0282-SET-M,1
2022-05-27,J0283-SET-L,1
2022-05-27,J0290-CD-XL,1
2022-05-27,J0294-TP-XS,1
2022-05-27,J0301-TP-L,6
2022-05-27,J0301-TP-M,3
2022-05-27,J0301-TP-XL,1
2022-05-27,J0301-TP-XXL,2
2022-05-27,J0301-TP-XXXL,1
2022-05-27,J0306-DR-S,1
2022-05-27,J0308-DR-XXXL,1
2022-05-27,J0328-KR-L,1
2022-05-27,J0329-KR-XXXL,1
2022-05-27,J0330-KR-XXXL,1
2022-05-27,J0333-DR-XXL,1
2022-05-27,J0334-TP-L,1
2022-05-27,J0334-TP-M,1
2022-05-27,J0334-TP-XXXL,1
2022-05-27,J0335-DR-L,3
2022-05-27,J0335-DR-M,2
2022-05-27,J0335-DR-XL,2
2022-05-27,J0335-DR-XS,1
2022-05-27,J0335-DR-XXL,1
2022-05-27,J0336-TP-XXXL,2
2022-05-27,J0338-DR-S,1
2022-05-27,J0338-DR-XS,2
2022-05-27,J0339-DR-L,1
2022-05-27,J0339-DR-M,1
2022-05-27,J0339-DR-S,2
2022-05-27,J0339-DR-XL,3
2022-05-27,J0339-DR-XXL,2
2022-05-27,J0340-TP-L,2
2022-05-27,J0340-TP-XL,1
2022-05-27,J0340-TP-XS,1
2022-05-27,J0341-DR-L,10
2022-05-27,J0341-DR-M,5
2022-05-27,J0341-DR-S,3
2022-05-27,J0341-DR-XL,1
2022-05-27,J0341-DR-XS,3
2022-05-27,J0341-DR-XXL,5
2022-05-27,J0341-DR-XXXL,2
2022-05-27,J0342-TP-L,2
2022-05-27,J0344-TP-L,2
2022-05-27,J0344-TP-XS,1
2022-05-27,J0344-TP-XXL,1
2022-05-27,J0344-TP-XXXL,1
2022-05-27,J0348-SET-L,1
2022-05-27,J0349-SET-L,3
2022-05-27,J0349-SET-S,3
2022-05-27,J0349-SET-XXXL,1
2022-05-27,J0351-SET-L,1
2022-05-27,J0351-SET-XL,1
2022-05-27,J0354-KR-L,1
2022-05-27,J0355-KR-M,1
2022-05-27,J0377-SKD-M,1
2022-05-27,J0377-SKD-XXXL,1
2022-05-27,J0385-KR-M,1
2022-05-27,J0390-TP-XS,1
2022-05-27,J0396-DR-XXL,1
2022-05-27,J0397-DR-XL,1
2022-05-27,J0398-DR-L,1
2022-05-27,J0399-DR-XS,3
2022-05-27,J0400-DR-L,1
2022-05-27,J0401-DR-XXL,1
2022-05-27,J0402-DR-S,1
2022-05-27,J0413-DR-L,2
2022-05-27,J0413-DR-S,1
2022-05-27,J0413-DR-XS,1
2022-05-27,J0413-DR-XXL,1
2022-05-27,J0415-DR-XXL,1
2022-05-27,J0416-DR-L,1
2022-05-27,JNE1233-BLUE-KR-031-S,1
2022-05-27,JNE1998-KR-311-XL,1
2022-05-27,JNE1998-KR-311-XXL,1
2022-05-27,JNE2014-KR-178-L,1
2022-05-27,JNE2014-KR-178-S,1
2022-05-27,JNE2014-KR-178-XS,1
2022-05-27,JNE2014-KR-178-XXL,1
2022-05-27,JNE2153-KR-278-A-M,1
2022-05-27,JNE2171-KR-437-M,4
2022-05-27,JNE2171-KR-437-XL,1
2022-05-27,JNE2199-KR-411-A-XXXL,1
2022-05-27,JNE2270-KR-487-A-S,1
2022-05-27,JNE3042-KR-S,1
2022-05-27,JNE3068-KR-A-XL,1
2022-05-27,JNE3160-KR-G-L,3
2022-05-27,JNE3160-KR-G-M,1
2022-05-27,JNE3160-KR-G-XL,1
2022-05-27,JNE3160-KR-XXL,1
2022-05-27,JNE3261-KR-XXL,1
2022-05-27,JNE3265-KR-L,1
2022-05-27,JNE3291-KR-XL,1
2022-05-27,JNE3296-KR-S,1
2022-05-27,JNE3296-KR-XXL,1
2022-05-27,JNE3313-KR-XXXL,1
2022-05-27,JNE3334-KR-L,1
2022-05-27,JNE3346-KR-M,1
2022-05-27,JNE3368-KR-XL,2
2022-05-27,JNE3368-KR-XXL,1
2022-05-27,JNE3373-KR-S,1
2022-05-27,JNE3373-KR-XL,5
2022-05-27,JNE3373-KR-XXL,3
2022-05-27,JNE3373-KR-XXXL,3
2022-05-27,JNE3376-KR-M,1
2022-05-27,JNE3376-KR-XS,1
2022-05-27,JNE3376-KR-XXXL,2
2022-05-27,JNE3384-KR-L,1
2022-05-27,JNE3394-KR-A-S,1
2022-05-27,JNE3394-KR-M,1
2022-05-27,JNE3399-KR-XXL,1
2022-05-27,JNE3399-KR-XXXL,2
2022-05-27,JNE3405-KR-L,1
2022-05-27,JNE3405-KR-M,4
2022-05-27,JNE3405-KR-S,1
2022-05-27,JNE3405-KR-XS,2
2022-05-27,JNE3412-KR-M,1
2022-05-27,JNE3412-KR-XXXL,1
2022-05-27,JNE3422-KR-XL,1
2022-05-27,JNE3423-KR-XXL,1
2022-05-27,JNE3437-KR-S,1
2022-05-27,JNE3437-KR-XS,2
2022-05-27,JNE3440-KR-N-L,2
2022-05-27,JNE3440-KR-N-M,2
2022-05-27,JNE3440-KR-N-XS,3
2022-05-27,JNE3440-KR-N-XXL,1
2022-05-27,JNE3440-KR-XL,4
2022-05-27,JNE3446-KR-S,1
2022-05-27,JNE3449-KR-XL,1
2022-05-27,JNE3453-KR-M,1
2022-05-27,JNE3454-KR-XXXL,2
2022-05-27,JNE3458-KR-M,1
2022-05-27,JNE3461-KR-L,1
2022-05-27,JNE3461-KR-XS,1
2022-05-27,JNE3461-KR-XXXL,2
2022-05-27,JNE3465-KR-L,1
2022-05-27,JNE3465-KR-XS,1
2022-05-27,JNE3465-KR-XXL,1
2022-05-27,JNE3465-KR-XXXL,2
2022-05-27,JNE3468-KR-M,3
2022-05-27,JNE3468-KR-XL,1
2022-05-27,JNE3468-KR-XXL,1
2022-05-27,JNE3468-KR-XXXL,1
2022-05-27,JNE3473-KR-L,1
2022-05-27,JNE3473-KR-M,1
2022-05-27,JNE3473-KR-XL,1
2022-05-27,JNE3482-KR-S,2
2022-05-27,JNE3484-KR-L,1
2022-05-27,JNE3485-KR-L,1
2022-05-27,JNE3485-KR-XL,1
2022-05-27,JNE3485-KR-XXXL,1
2022-05-27,JNE3487-KR-L,2
2022-05-27,JNE3487-KR-M,2
2022-05-27,JNE3487-KR-XL,3
2022-05-27,JNE3487-KR-XXL,2
2022-05-27,JNE3487-KR-XXXL,1
2022-05-27,JNE3500-KR-XL,1
2022-05-27,JNE3501-KR-M,1
2022-05-27,JNE3506-KR-L,1
2022-05-27,JNE3510-KR-M,1
2022-05-27,JNE3518-KR-L,1
2022-05-27,JNE3518-KR-XXL,1
2022-05-27,JNE3526-KR-XS,1
2022-05-27,JNE3530-KR-XS,1
2022-05-27,JNE3537-KR-S,1
2022-05-27,JNE3539-KR-S,1
2022-05-27,JNE3543-KR-S,1
2022-05-27,JNE3546-KR-L,2
2022-05-27,JNE3546-KR-M,2
2022-05-27,JNE3546-KR-XL,1
2022-05-27,JNE3546-KR-XXXL,1
2022-05-27,JNE3548-KR-XL,1
2022-05-27,JNE3560-KR-L,2
2022-05-27,JNE3560-KR-M,2
2022-05-27,JNE3560-KR-S,1
2022-05-27,JNE3562-KR-XL,1
2022-05-27,JNE3565-KR-S,1
2022-05-27,JNE3566-KR-S,1
2022-05-27,JNE3567-KR-M,2
2022-05-27,JNE3567-KR-XXXL,1
2022-05-27,JNE3577-KR-XXXL,1
2022-05-27,JNE3578-KR-XL,1
2022-05-27,JNE3581-KR-L,1
2022-05-27,JNE3601-KR-M,1
2022-05-27,JNE3602-KR-XL,1
2022-05-27,JNE3609-KR-XXL,1
2022-05-27,JNE3611-KR-XL,4
2022-05-27,JNE3613-KR-XXXL,1
2022-05-27,JNE3618-KR-S,1
2022-05-27,JNE3618-KR-XXL,2
2022-05-27,JNE3618-KR-XXXL,2
2022-05-27,JNE3619-KR-L,1
2022-05-27,JNE3619-KR-M,1
2022-05-27,JNE3619-KR-XXL,1
2022-05-27,JNE3620-KR-M,2
2022-05-27,JNE3622-KR-XXL,1
2022-05-27,JNE3634-KR-L,1
2022-05-27,JNE3634-KR-XXXL,1
2022-05-27,JNE3636-KR-L,1
2022-05-27,JNE3639-TP-N-L,1
2022-05-27,JNE3639-TP-N-XL,1
2022-05-27,JNE3640-TP-N-L,2
2022-05-27,JNE3640-TP-N-M,1
2022-05-27,JNE3640-TP-N-XS,1
2022-05-27,JNE3645-TP-N-L,1
2022-05-27,JNE3648-TP-N-L,2
2022-05-27,JNE3651-TP-N-M,1
2022-05-27,JNE3652-TP-N-L,1
2022-05-27,JNE3654-TP-L,1
2022-05-27,JNE3654-TP-M,1
2022-05-27,JNE3658-TP-L,1
2022-05-27,JNE3659-TP-N-L,2
2022-05-27,JNE3659-TP-N-XL,4
2022-05-27,JNE3660-TP-N-L,1
2022-05-27,JNE3668-TP-N-S,1
2022-05-27,JNE3671-TU-XS,1
2022-05-27,JNE3674-TU-XL,1
2022-05-27,JNE3680-TU-A-L,1
2022-05-27,JNE3684-TU-XXXL,1
2022-05-27,JNE3690-TU-S,1
2022-05-27,JNE3690-TU-XL,1
2022-05-27,JNE3691-TU-XL,1
2022-05-27,JNE3697-KR-L,1
2022-05-27,JNE3697-KR-XXL,2
2022-05-27,JNE3698-KR-XXL,1
2022-05-27,JNE3701-KR-M,1
2022-05-27,JNE3703-KR-M,1
2022-05-27,JNE3703-KR-XXL,1
2022-05-27,JNE3706-DR-XL,1
2022-05-27,JNE3707-DR-L,1
2022-05-27,JNE3709-DR-L,1
2022-05-27,JNE3709-DR-XS,1
2022-05-27,JNE3710-DR-L,1
2022-05-27,JNE3710-DR-S,1
2022-05-27,JNE3710-DR-XL,1
2022-05-27,JNE3710-DR-XS,1
2022-05-27,JNE3710-DR-XXL,1
2022-05-27,JNE3712-TP-N-M,1
2022-05-27,JNE3714-KR-L,1
2022-05-27,JNE3714-KR-M,1
2022-05-27,JNE3718-KR-S,1
2022-05-27,JNE3720-KR-XXL,1
2022-05-27,JNE3720-KR-XXXL,1
2022-05-27,JNE3721-KR-L,1
2022-05-27,JNE3721-KR-XL,3
2022-05-27,JNE3721-KR-XS,1
2022-05-27,JNE3724-KR-XL,1
2022-05-27,JNE3727-KR-S,1
2022-05-27,JNE3727-KR-XS,1
2022-05-27,JNE3733-KR-S,1
2022-05-27,JNE3735-KR-M,1
2022-05-27,JNE3738-KR-M,1
2022-05-27,JNE3738-KR-XXL,1
2022-05-27,JNE3739-KR-L,2
2022-05-27,JNE3739-KR-XL,2
2022-05-27,JNE3739-KR-XXL,3
2022-05-27,JNE3741-KR-XL,1
2022-05-27,JNE3749-KR-XXXL,1
2022-05-27,JNE3751-KR-S,1
2022-05-27,JNE3751-KR-XS,1
2022-05-27,JNE3751-KR-XXL,1
2022-05-27,JNE3751-KR-XXXL,1
2022-05-27,JNE3758-KR-XXL,1
2022-05-27,JNE3761-KR-XL,1
2022-05-27,JNE3764-KR-S,1
2022-05-27,JNE3764-KR-XXL,1
2022-05-27,JNE3764-KR-XXXL,2
2022-05-27,JNE3765-KR-L,1
2022-05-27,JNE3769-KR-XXXL,1
2022-05-27,JNE3771-KR-L,1
2022-05-27,JNE3778-KR-XXXL,1
2022-05-27,JNE3781-KR-L,3
2022-05-27,JNE3781-KR-S,1
2022-05-27,JNE3781-KR-XL,3
2022-05-27,JNE3781-KR-XXL,1
2022-05-27,JNE3782-KR-L,1
2022-05-27,JNE3782-KR-XXL,1
2022-05-27,JNE3784-KR-L,1
2022-05-27,JNE3784-KR-XL,1
2022-05-27,JNE3784-KR-XXL,1
2022-05-27,JNE3784-KR-XXXL,1
2022-05-27,JNE3785-KR-XXL,1
2022-05-27,JNE3786-KR-XXXL,1
2022-05-27,JNE3787-KR-XXL,1
2022-05-27,JNE3793-KR-S,1
2022-05-27,JNE3793-KR-XL,2
2022-05-27,JNE3793-KR-XXXL,2
2022-05-27,JNE3797-KR-M,4
2022-05-27,JNE3797-KR-S,18
2022-05-27,JNE3797-KR-XL,30
2022-05-27,JNE3797-KR-XS,9
2022-05-27,JNE3797-KR-XXXL,6
2022-05-27,JNE3798-KR-L,5
2022-05-27,JNE3798-KR-M,2
2022-05-27,JNE3798-KR-S,2
2022-05-27,JNE3798-KR-XL,5
2022-05-27,JNE3798-KR-XS,1
2022-05-27,JNE3798-KR-XXL,1
2022-05-27,JNE3798-KR-XXXL,2
2022-05-27,JNE3800-KR-A-XXL,1
2022-05-27,JNE3800-KR-L,1
2022-05-27,JNE3800-KR-M,2
2022-05-27,JNE3800-KR-XL,1
2022-05-27,JNE3800-KR-XXL,2
2022-05-27,JNE3801-KR-L,2
2022-05-27,JNE3801-KR-M,2
2022-05-27,JNE3801-KR-S,2
2022-05-27,JNE3801-KR-XS,1
2022-05-27,JNE3801-KR-XXL,2
2022-05-27,JNE3801-KR-XXXL,2
2022-05-27,JNE3802-KR-L,1
2022-05-27,JNE3803-KR-XXXL,1
2022-05-27,JNE3810-KR-L,3
2022-05-27,JNE3810-KR-XL,1
2022-05-27,JNE3817-KR-L,1
2022-05-27,JNE3818-KR-M,1
2022-05-27,JNE3820-KR-M,1
2022-05-27,JNE3822-KR-L,1
2022-05-27,JNE3822-KR-XL,1
2022-05-27,JNE3835-KR-XXL,1
2022-05-27,JNE3836-KR-L,1
2022-05-27,JNE3838-KR-L,1
2022-05-27,JNE3838-KR-M,1
2022-05-27,JNE3838-KR-XXXL,2
2022-05-27,JNE3860-DR-L,1
2022-05-27,JNE3861-DR-XL,1
2022-05-27,JNE3861-DR-XXL,2
2022-05-27,JNE3861-DR-XXXL,1
2022-05-27,JNE3863-TU-XL,1
2022-05-27,JNE3865-TP-L,1
2022-05-27,JNE3865-TP-S,1
2022-05-27,JNE3865-TP-XXL,2
2022-05-27,JNE3869-DR-M,1
2022-05-27,JNE3870-DR-XXL,1
2022-05-27,JNE3870-DR-XXXL,1
2022-05-27,JNE3875-KR-XL,1
2022-05-27,JNE3878-KR-XL,1
2022-05-27,JNE3878-KR-XXXL,1
2022-05-27,JNE3879-DR-XL,1
2022-05-27,JNE3879-DR-XXXL,1
2022-05-27,JNE3881-DR-L,1
2022-05-27,JNE3885-KR-XXXL,1
2022-05-27,JNE3887-KR-M,1
2022-05-27,JNE3888-KR-XXL,1
2022-05-27,JNE3892-TP-XXL,1
2022-05-27,JNE3894-TP-S,1
2022-05-27,JNE3899-KR-S,1
